id,token_address,chain,provider,security_score,is_honeypot,cannot_sell,is_blacklisted,trading_disabled,is_mintable,is_proxy,owner_renounced,blacklist_function,dangerous_owner_permissions,buy_tax,sell_tax,top_holder_pct,top_10_holder_pct,lp_locked_pct,lp_burned_pct,risk_flags,raw_json,scan_time
647,0x698DC45e4F10966f6D1D98e3bFd7071d8144C233,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-11T23:13:18+00:00
648,0xAfb89a09D82FBDE58f18Ac6437B3fC81724e4dF6,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-11T23:13:18+00:00
649,0x8e16D46Cb2dA01cdD49601ec73d7B0344969Ae33,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-11T23:13:18+00:00
650,0x561CabF17BC4F9eb946D2921276B6Ac8C4906564,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-11T23:13:18+00:00
651,0xFd008f937B4d73EEb00Cf74CE90c392be5f07F96,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-11T23:13:18+00:00
652,0x9595e1e41a9f78Ba84ccf6488Bff7E3EA45162D9,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-11T23:13:18+00:00
653,0x056C9E04B8526C115b7444677911B03D70bd19AA,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-11T23:13:18+00:00
654,0x1c93d155bD388241F9AB5Df500D69eb529cE9583,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-11T23:13:18+00:00
655,0x31d553822B37BDA67126D5ea9d165B9456f72b07,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-11T23:13:18+00:00
656,0xDD5bC85A16593703AFdc092A5E72f0a29E61cb07,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T00:12:31+00:00
657,0xE1cD6ec6a1b6C7e0cb804E226Cb2833072E51570,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T00:12:31+00:00
658,0x2d1553E7F41714d46c82C8B1d6913200B9C3cCe0,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T00:12:31+00:00
659,0xd07379a755A8f11B57610154861D694b2A0f615a,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T00:12:31+00:00
660,0x9ebcA263a1830e0C9a61fA1f6dA515fDfAA809E5,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T00:12:31+00:00
661,0x0678488FfCF367e8593708462c95c7e110875e34,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T00:12:31+00:00
662,0x01E89d5d3bFB7B793d044382FFc52f99D3fA9557,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T00:12:31+00:00
663,0x0b3e328455c4059EEb9e3f84b5543F74E24e7E1b,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T00:12:31+00:00
664,0xe6E19E90cF2B3A5B224AC637B133AE7D2fF0062A,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T00:12:31+00:00
665,0x2598c30330D5771AE9F983979209486aE26dE875,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T00:12:31+00:00
666,0xF5Bc3439f53A45607cCaD667AbC7DAF5A583633F,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T00:12:31+00:00
667,0x38C3f1DaD46436F193e82066C61ADD3D5C42b650,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T00:12:31+00:00
668,0xEc4787e367210786e9B042804f3011119ce9fbA3,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T00:12:31+00:00
669,0x4ed4E862860beD51a9570b96d89aF5E1B0Efefed,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T00:12:31+00:00
670,0x52b492a33E447Cdb854c7FC19F1e57E8BfA1777D,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T00:12:31+00:00
671,0x698DC45e4F10966f6D1D98e3bFd7071d8144C233,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T00:12:31+00:00
672,0xAfb89a09D82FBDE58f18Ac6437B3fC81724e4dF6,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T00:12:31+00:00
673,0x8e16D46Cb2dA01cdD49601ec73d7B0344969Ae33,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T00:12:31+00:00
674,0x561CabF17BC4F9eb946D2921276B6Ac8C4906564,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T00:12:31+00:00
675,0xFd008f937B4d73EEb00Cf74CE90c392be5f07F96,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T00:12:31+00:00
676,0x9595e1e41a9f78Ba84ccf6488Bff7E3EA45162D9,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T00:12:31+00:00
677,0x056C9E04B8526C115b7444677911B03D70bd19AA,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T00:12:31+00:00
678,0x1c93d155bD388241F9AB5Df500D69eb529cE9583,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T00:12:31+00:00
679,0x31d553822B37BDA67126D5ea9d165B9456f72b07,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T00:12:31+00:00
680,0x2d1553E7F41714d46c82C8B1d6913200B9C3cCe0,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T04:07:38+00:00
681,0xd07379a755A8f11B57610154861D694b2A0f615a,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T04:07:38+00:00
682,0x9ebcA263a1830e0C9a61fA1f6dA515fDfAA809E5,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T04:07:38+00:00
683,0x0678488FfCF367e8593708462c95c7e110875e34,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T04:07:38+00:00
684,0x01E89d5d3bFB7B793d044382FFc52f99D3fA9557,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T04:07:38+00:00
685,0x0b3e328455c4059EEb9e3f84b5543F74E24e7E1b,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T04:07:38+00:00
686,0xe6E19E90cF2B3A5B224AC637B133AE7D2fF0062A,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T04:07:38+00:00
687,0x2598c30330D5771AE9F983979209486aE26dE875,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T04:07:38+00:00
688,0xF5Bc3439f53A45607cCaD667AbC7DAF5A583633F,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T04:07:38+00:00
689,0x38C3f1DaD46436F193e82066C61ADD3D5C42b650,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T04:07:38+00:00
690,0xEc4787e367210786e9B042804f3011119ce9fbA3,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T04:07:38+00:00
691,0x4ed4E862860beD51a9570b96d89aF5E1B0Efefed,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T04:07:38+00:00
692,0x52b492a33E447Cdb854c7FC19F1e57E8BfA1777D,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T04:07:38+00:00
693,0x698DC45e4F10966f6D1D98e3bFd7071d8144C233,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T04:07:38+00:00
694,0xAfb89a09D82FBDE58f18Ac6437B3fC81724e4dF6,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T04:07:38+00:00
695,0x8e16D46Cb2dA01cdD49601ec73d7B0344969Ae33,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T04:07:38+00:00
696,0x561CabF17BC4F9eb946D2921276B6Ac8C4906564,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T04:07:38+00:00
697,0xFd008f937B4d73EEb00Cf74CE90c392be5f07F96,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T04:07:38+00:00
698,0x9595e1e41a9f78Ba84ccf6488Bff7E3EA45162D9,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T04:07:38+00:00
699,0x056C9E04B8526C115b7444677911B03D70bd19AA,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T04:07:38+00:00
700,0x1c93d155bD388241F9AB5Df500D69eb529cE9583,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T04:07:38+00:00
701,0x31d553822B37BDA67126D5ea9d165B9456f72b07,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T04:07:38+00:00
702,0x83A0c82bb1cdb8FFa6e775f84fda30A2993087A0,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T07:17:13+00:00
703,0xd07379a755A8f11B57610154861D694b2A0f615a,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T07:17:13+00:00
704,0x9ebcA263a1830e0C9a61fA1f6dA515fDfAA809E5,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T07:17:13+00:00
705,0x0678488FfCF367e8593708462c95c7e110875e34,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T07:17:13+00:00
706,0x01E89d5d3bFB7B793d044382FFc52f99D3fA9557,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T07:17:13+00:00
707,0x0b3e328455c4059EEb9e3f84b5543F74E24e7E1b,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T07:17:13+00:00
708,0xe6E19E90cF2B3A5B224AC637B133AE7D2fF0062A,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T07:17:13+00:00
709,0x2598c30330D5771AE9F983979209486aE26dE875,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T07:17:13+00:00
710,0xF5Bc3439f53A45607cCaD667AbC7DAF5A583633F,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T07:17:13+00:00
711,0x38C3f1DaD46436F193e82066C61ADD3D5C42b650,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T07:17:13+00:00
712,0xEc4787e367210786e9B042804f3011119ce9fbA3,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T07:17:13+00:00
713,0x4ed4E862860beD51a9570b96d89aF5E1B0Efefed,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T07:17:13+00:00
714,0x52b492a33E447Cdb854c7FC19F1e57E8BfA1777D,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T07:17:13+00:00
715,0x698DC45e4F10966f6D1D98e3bFd7071d8144C233,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T07:17:13+00:00
716,0xAfb89a09D82FBDE58f18Ac6437B3fC81724e4dF6,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T07:17:13+00:00
717,0x8e16D46Cb2dA01cdD49601ec73d7B0344969Ae33,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T07:17:13+00:00
718,0x64cB1BAfc59bF93aeB90676885C63540cf4F4106,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T07:17:13+00:00
719,0x561CabF17BC4F9eb946D2921276B6Ac8C4906564,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T07:17:13+00:00
720,0xFd008f937B4d73EEb00Cf74CE90c392be5f07F96,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T07:17:13+00:00
721,0x9595e1e41a9f78Ba84ccf6488Bff7E3EA45162D9,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T07:17:13+00:00
722,0x056C9E04B8526C115b7444677911B03D70bd19AA,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T07:17:13+00:00
723,0x1c93d155bD388241F9AB5Df500D69eb529cE9583,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T07:17:13+00:00
724,0x31d553822B37BDA67126D5ea9d165B9456f72b07,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T07:17:13+00:00
725,0xa8a8CdaAb4Ade13e02d77b48AcC13302d3aF9646,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T10:02:01+00:00
726,0x83A0c82bb1cdb8FFa6e775f84fda30A2993087A0,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T10:02:01+00:00
727,0xd07379a755A8f11B57610154861D694b2A0f615a,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T10:02:01+00:00
728,0x9ebcA263a1830e0C9a61fA1f6dA515fDfAA809E5,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T10:02:01+00:00
729,0x0678488FfCF367e8593708462c95c7e110875e34,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T10:02:01+00:00
730,0x01E89d5d3bFB7B793d044382FFc52f99D3fA9557,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T10:02:01+00:00
731,0x0b3e328455c4059EEb9e3f84b5543F74E24e7E1b,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T10:02:01+00:00
732,0xe6E19E90cF2B3A5B224AC637B133AE7D2fF0062A,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T10:02:01+00:00
733,0x2598c30330D5771AE9F983979209486aE26dE875,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T10:02:01+00:00
734,0xF5Bc3439f53A45607cCaD667AbC7DAF5A583633F,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T10:02:01+00:00
735,0x38C3f1DaD46436F193e82066C61ADD3D5C42b650,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T10:02:01+00:00
736,0xEc4787e367210786e9B042804f3011119ce9fbA3,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T10:02:01+00:00
737,0x4ed4E862860beD51a9570b96d89aF5E1B0Efefed,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T10:02:01+00:00
738,0x52b492a33E447Cdb854c7FC19F1e57E8BfA1777D,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T10:02:01+00:00
739,0x698DC45e4F10966f6D1D98e3bFd7071d8144C233,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T10:02:01+00:00
740,0xAfb89a09D82FBDE58f18Ac6437B3fC81724e4dF6,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T10:02:01+00:00
741,0x8e16D46Cb2dA01cdD49601ec73d7B0344969Ae33,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T10:02:01+00:00
742,0x561CabF17BC4F9eb946D2921276B6Ac8C4906564,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T10:02:01+00:00
743,0xFd008f937B4d73EEb00Cf74CE90c392be5f07F96,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T10:02:01+00:00
744,0x9595e1e41a9f78Ba84ccf6488Bff7E3EA45162D9,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T10:02:01+00:00
745,0x056C9E04B8526C115b7444677911B03D70bd19AA,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T10:02:01+00:00
746,0x1c93d155bD388241F9AB5Df500D69eb529cE9583,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T10:02:01+00:00
747,0x31d553822B37BDA67126D5ea9d165B9456f72b07,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T10:02:01+00:00
748,0xA448d40f6793773938A6B7427091c35676899125,base,goplus,,0,0,0,0,0,0,0,0,0,,,,,,,[],{},2026-05-12T10:02:01+00:00
